Subscription,SubscriptionEndDate,SKU,Product,RatePlan,ChargeNumber,LocationID,MarketCode,CategoryCode
A-S00200219,2020-12-06,SKU-00000092,Storefront,Storefront | OH-Cleveland/NE Ohio | Beauty,C-01509221,5294F4D6-28E9-4533-BD0E-1A294437BB29,052,BEA
A-S00200220,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | MN-Minnesota | Beauty,C-01521148,078D142A-CCBE-49C9-91AF-5C96D0A36025,004,BEA
A-S00200220,2020-12-06,SKU-00000092,Storefront,Storefront | MN-Minnesota | Beauty,C-01509223,078D142A-CCBE-49C9-91AF-5C96D0A36025,004,BEA
A-S00200221,2020-12-01,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | AZ-Phoenix | Shower+Party Venues,C-01509224,EF265823-C0DC-E111-8CC6-78E3B5102E43,177,SPV
A-S00200221,2020-12-01,SKU-00000092,Storefront,Storefront | AZ-Phoenix | Shower+Party Venues,C-01509225,EF265823-C0DC-E111-8CC6-78E3B5102E43,177,SPV
A-S00200222,2020-12-03,SKU-00000034,Featured Vendor,Featured Vendor | TX-Houston | Reception Venues,C-01509226,3485F271-54DB-E111-8BEC-78E3B50834E7,183,REC
A-S00200222,2020-12-03,SKU-00000092,Storefront,Storefront | TX-Houston | Reception Venues,C-01509227,3485F271-54DB-E111-8BEC-78E3B50834E7,183,REC
A-S00200223,2020-12-10,SKU-00000034,Featured Vendor,Featured Vendor | TX-Houston | Florists,C-01509228,1F915240-46D3-4B00-9D68-A9A365D64BA1,183,FLO
A-S00200223,2020-12-10,SKU-00000092,Storefront,Storefront | TX-Houston | Florists,C-01509229,1F915240-46D3-4B00-9D68-A9A365D64BA1,183,FLO
A-S00200224,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | TX-Houston | Transportation,C-01509231,CD925645-F062-E511-9E20-0050568849EA,183,TRA
A-S00200224,2020-12-01,SKU-00000092,Storefront,Storefront | TX-Houston | Transportation,C-01509230,CD925645-F062-E511-9E20-0050568849EA,183,TRA
A-S00200225,2020-12-05,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | TX-Houston | Caterers,C-01509233,337A564F-3A6B-4B01-832C-A2BDFF4803EA,183,CAT
A-S00200225,2020-12-05,SKU-00000092,Storefront,Storefront | TX-Houston | Caterers,C-01509232,337A564F-3A6B-4B01-832C-A2BDFF4803EA,183,CAT
A-S00200226,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Florists,C-01509235,1079388D-7D60-E411-9075-005056881833,050,FLO
A-S00200226,2020-12-05,SKU-00000092,Storefront,Storefront | CA-San Diego | Florists,C-01509234,1079388D-7D60-E411-9075-005056881833,050,FLO
A-S00200227,2020-12-07,SKU-00000092,Storefront,Storefront | MA-Boston | Reception Venues,C-01509236,8B01BB55-BFDC-E111-8CC6-78E3B5102E43,061,REC
A-S00200228,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Florists,C-01509238,354875D4-4FDB-E111-8BEC-78E3B50834E7,073,FLO
A-S00200228,2020-12-06,SKU-00000092,Storefront,Storefront | NJ-North/Central | Florists,C-01509237,354875D4-4FDB-E111-8BEC-78E3B50834E7,073,FLO
A-S00200230,2020-12-07,SKU-00000034,Featured Vendor,Featured Vendor | MA-Boston | Officiants+Premarital Counseling,C-01509241,8F65ECD7-037A-4537-A577-AB80AB2E8825,061,OPC
A-S00200230,2020-12-07,SKU-00000092,Storefront,Storefront | MA-Boston | Officiants+Premarital Counseling,C-01509242,8F65ECD7-037A-4537-A577-AB80AB2E8825,061,OPC
A-S00200232,2020-12-08,SKU-00000034,Featured Vendor,Featured Vendor | GA-Georgia | Rentals,C-01509245,4BC9204D-BEDC-E111-8CC6-78E3B5102E43,019,RNT
A-S00200232,2020-12-08,SKU-00000092,Storefront,Storefront | GA-Georgia | Rentals,C-01509246,4BC9204D-BEDC-E111-8CC6-78E3B5102E43,019,RNT
A-S00200233,2020-12-07,SKU-00000034,Featured Vendor,Featured Vendor | GA-Georgia | Florists,C-01509248,536602F5-1692-E511-B212-005056881833,019,FLO
A-S00200233,2020-12-07,SKU-00000092,Storefront,Storefront | GA-Georgia | Florists,C-01509247,536602F5-1692-E511-B212-005056881833,019,FLO
A-S00200234,2020-12-09,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | DJs,C-01509250,E9EF7A68-E52D-498C-8B96-BEECD1EA1655,073,DJS
A-S00200234,2020-12-09,SKU-00000092,Storefront,Storefront | NJ-North/Central | DJs,C-01509249,E9EF7A68-E52D-498C-8B96-BEECD1EA1655,073,DJS
A-S00200237,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Reception Venues,C-01509253,4294949E-2BA2-4CBA-9FDB-4EE521D6ADC1,073,REC
A-S00200237,2020-12-05,SKU-00000092,Storefront,Storefront | NJ-North/Central | Reception Venues,C-01509254,4294949E-2BA2-4CBA-9FDB-4EE521D6ADC1,073,REC
A-S00200240,2020-12-08,SKU-00000092,Storefront,Storefront | MA-Cape Cod | Reception Venues,C-01509259,9CB50007-A198-E511-B212-005056881833,184,REC
A-S00200242,2020-12-07,SKU-00000034,Featured Vendor,Featured Vendor | RI-Rhode Island | Reception Venues,C-01509263,3F01AB4F-BFDC-E111-8CC6-78E3B5102E43,185,REC
A-S00200242,2020-12-07,SKU-00000092,Storefront,Storefront | RI-Rhode Island | Reception Venues,C-01509262,3F01AB4F-BFDC-E111-8CC6-78E3B5102E43,185,REC
A-S00200243,2020-12-09,SKU-00000092,Storefront,Storefront | PA-Lehigh Valley/Poconos | Wedding Cakes,C-01509264,7739B934-DD55-E311-9CA4-0050568849EA,274,WCK
A-S00200245,2020-12-10,SKU-00000034,Featured Vendor,Featured Vendor | NH-New Hampshire | Reception Venues,C-01509269,FF3E8595-CEDC-E111-8CC6-78E3B5102E43,202,REC
A-S00200245,2020-12-10,SKU-00000092,Storefront,Storefront | NH-New Hampshire | Reception Venues,C-01509268,FF3E8595-CEDC-E111-8CC6-78E3B5102E43,202,REC
A-S00200246,2020-12-02,SKU-00000092,Storefront,Storefront | NC-North Carolina | Reception Venues,C-01509270,99E5CE95-C1DC-E111-8CC6-78E3B5102E43,107,REC
A-S00200248,2020-12-06,SKU-00000092,Storefront,Storefront | NJ-North/Central | Reception Venues,C-01509272,C21AD08E-BFDC-E111-8CC6-78E3B5102E43,073,REC
A-S00200250,2020-12-08,SKU-00000034,Featured Vendor,Featured Vendor | NY-Wstrn/Cent/Upstate | Wedding Photographers,C-01509276,5F8BA91F-23DC-E111-8CC6-78E3B5102E43,189,WPH
A-S00200250,2020-12-08,SKU-00000092,Storefront,Storefront | NY-Wstrn/Cent/Upstate | Wedding Photographers,C-01509277,5F8BA91F-23DC-E111-8CC6-78E3B5102E43,189,WPH
A-S00200253,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Wedding Photographers,C-01509281,DA6C4C1B-DC2A-48AD-A0C8-BE78F1F70C1E,050,WPH
A-S00200253,2020-12-06,SKU-00000092,Storefront,Storefront | CA-Palm Springs | Wedding Photographers,C-01509282,DA6C4C1B-DC2A-48AD-A0C8-BE78F1F70C1E,273,WPH
A-S00200253,2020-12-06,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Photographers,C-01509280,DA6C4C1B-DC2A-48AD-A0C8-BE78F1F70C1E,050,WPH
A-S00200255,2020-12-07,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | PA-Philadelphia | Wedding Photographers,C-01509288,C1EAF6F5-5E90-E411-8C67-0050568849EA,021,WPH
A-S00200255,2020-12-07,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Photo Booths,C-01509289,C1EAF6F5-5E90-E411-8C67-0050568849EA,021,PHB
A-S00200255,2020-12-07,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Wedding Photographers,C-01509287,C1EAF6F5-5E90-E411-8C67-0050568849EA,021,WPH
A-S00200256,2020-12-10,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | NY-Wstrn/Cent/Upstate | DJs,C-01509290,659F707B-D286-4EAD-A81F-57D9BE9C3A49,189,DJS
A-S00200256,2020-12-10,SKU-00000092,Storefront,Storefront | NY-Wstrn/Cent/Upstate | DJs,C-01509291,659F707B-D286-4EAD-A81F-57D9BE9C3A49,189,DJS
A-S00200257,2020-12-08,SKU-00000092,Storefront,Storefront | NJ-South | Florists,C-01509292,D048D213-2A3C-E211-810D-0050568849EA,209,FLO
A-S00200258,2020-12-08,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Rentals,C-01509293,BAEEA26D-B0EA-45AD-AB55-2BFBBE9023F9,186,RNT
A-S00200259,2020-12-08,SKU-00000092,Storefront,Storefront | WI-Wisconsin | Transportation,C-01509294,16A35D19-BFDC-E111-8CC6-78E3B5102E43,175,TRA
A-S00200260,2020-12-02,SKU-00000092,Storefront,Storefront | AL-Alabama | Wedding Photographers,C-01509295,8193EF8A-CE06-4AB2-B1A0-3B570613AC0B,203,WPH
A-S00200264,2020-12-01,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NC-North Carolina | Bridal Salons,C-01509300,15617E9D-4DA2-404B-84E9-FC85264D332B,107,BWP
A-S00200265,2020-12-08,SKU-00000092,Storefront,Storefront | NH-New Hampshire | Beauty,C-01509301,86B9B984-A55A-E311-9CA4-0050568849EA,202,BEA
A-S00200266,2020-12-01,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NJ-North/Central | Bridal Salons,C-01509304,8A4D9790-8B79-4202-8D47-5C505327B168,073,BWP
A-S00200266,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Bridal Salons,C-01509312,8A4D9790-8B79-4202-8D47-5C505327B168,073,BWP
A-S00200266,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Bridal Salons,C-01509313,8A4D9790-8B79-4202-8D47-5C505327B168,209,BWP
A-S00200266,2020-12-01,SKU-00000086,Preferred Position,Preferred Position | NY-Manhattan | Bridal Salons,C-01509311,8A4D9790-8B79-4202-8D47-5C505327B168,091,BWP
A-S00200266,2020-12-01,SKU-00000086,Preferred Position,Preferred Position | NY-Outer Boroughs | Bridal Salons,C-01509310,8A4D9790-8B79-4202-8D47-5C505327B168,291,BWP
A-S00200266,2020-12-01,SKU-00000086,Preferred Position,Preferred Position | PA-Lehigh Valley/Poconos | Bridal Salons,C-01509314,8A4D9790-8B79-4202-8D47-5C505327B168,274,BWP
A-S00200266,2020-12-01,SKU-00000086,Preferred Position,Preferred Position | PA-Philadelphia | Bridal Salons,C-01509315,8A4D9790-8B79-4202-8D47-5C505327B168,021,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | NJ-South | Bridal Salons,C-01509307,8A4D9790-8B79-4202-8D47-5C505327B168,209,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Hudson Valley | Bridal Salons,C-01509303,8A4D9790-8B79-4202-8D47-5C505327B168,074,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Long Island | Bridal Salons,C-01509302,8A4D9790-8B79-4202-8D47-5C505327B168,182,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Manhattan | Bridal Salons,C-01509305,8A4D9790-8B79-4202-8D47-5C505327B168,091,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Outer Boroughs | Bridal Salons,C-01509309,8A4D9790-8B79-4202-8D47-5C505327B168,291,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | PA-Lehigh Valley/Poconos | Bridal Salons,C-01509308,8A4D9790-8B79-4202-8D47-5C505327B168,274,BWP
A-S00200266,2020-12-01,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Bridal Salons,C-01509306,8A4D9790-8B79-4202-8D47-5C505327B168,021,BWP
A-S00200269,2020-12-05,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MD-Baltimore | Bridal Salons,C-01509321,5948CE0A-22DB-E111-8BEC-78E3B50834E7,030,BWP
A-S00200269,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | MD-Baltimore | Bridal Salons,C-01509320,5948CE0A-22DB-E111-8BEC-78E3B50834E7,030,BWP
A-S00200270,2020-12-07,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | DC-DC/MD/Northern VA | Bridal Salons,C-01509322,13819631-BFDC-E111-8CC6-78E3B5102E43,017,BWP
A-S00200279,2020-12-05,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | VA-Virginia | Bridal Salons,C-01509334,83D95C18-2F5C-4C5D-AB49-F82C374C95B5,192,BWP
A-S00200279,2020-12-05,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | VA-Virginia | Bridal Salons,C-01509335,83D95C18-2F5C-4C5D-AB49-F82C374C95B5,192,BWP
A-S00200283,2020-12-05,SKU-00000092,Storefront,Storefront | PA-Lehigh Valley/Poconos | Officiants+Premarital Counseling,C-01509342,759F5788-C7DF-4135-87C4-F921812B4587,274,OPC
A-S00200283,2020-12-05,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Officiants+Premarital Counseling,C-01509341,759F5788-C7DF-4135-87C4-F921812B4587,021,OPC
A-S00200285,2020-12-02,SKU-00000034,Featured Vendor,Featured Vendor | TX-Austin | Transportation,C-01509346,95C41A1C-66C6-49B1-934A-C921F33FF7A4,191,TRA
A-S00200285,2020-12-02,SKU-00000092,Storefront,Storefront | TX-Austin | Transportation,C-01509345,95C41A1C-66C6-49B1-934A-C921F33FF7A4,191,TRA
A-S00200286,2020-12-08,SKU-00000092,Storefront,Storefront | NY-Manhattan | Caterers,C-01509347,1F7E982D-4EDC-E111-8BEC-78E3B50834E7,091,CAT
A-S00200289,2020-12-08,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Travel Specialists,C-01509350,050889EB-E692-E511-9E20-0050568849EA,021,TRV
A-S00200290,2020-12-01,SKU-00000092,Storefront,Storefront | IL-Central Illinois | Transportation,C-01509351,6C901245-488D-E511-9E20-0050568849EA,270,TRA
A-S00200291,2020-12-05,SKU-00000092,Storefront,Storefront | LA-New Orleans | Ensembles+Soloists,C-01509352,051EAEB9-02A3-44E8-ABED-05FF0AE150FF,029,ENS
A-S00200294,2020-12-01,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | NY-Long Island | Invitations+Paper Goods,C-01509356,C976DC47-C77D-428D-8A0D-580541550E3A,182,INV
A-S00200294,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Long Island | Invitations+Paper Goods,C-01509355,C976DC47-C77D-428D-8A0D-580541550E3A,182,INV
A-S00200296,2020-12-05,SKU-00000092,Storefront,Storefront | SD-South Dakota | DJs,C-01509358,F274BF3F-AD46-48AB-8F97-4583C39857C8,233,DJS
A-S00200298,2020-12-01,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Reception Venues,C-01509363,78A8E904-A19B-E211-9B87-005056881833,186,REC
A-S00200298,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | MI-Grand Rpds/Northern | Caterers,C-01509362,9BD7830A-56AC-4AAE-8287-C1BE6372AC9A,186,CAT
A-S00200298,2020-12-01,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Caterers,C-01509361,9BD7830A-56AC-4AAE-8287-C1BE6372AC9A,186,CAT
A-S00200299,2020-12-09,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | CA-San Diego | Bridal Salons,C-01509365,9BD870AC-0CE9-4225-A3FF-86637872FD70,050,BWP
A-S00200299,2020-12-09,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Bridal Salons,C-01509364,9BD870AC-0CE9-4225-A3FF-86637872FD70,050,BWP
A-S00200300,2020-12-04,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MO-St. Louis | Bridal Salons,C-01509366,B70C64E7-C38F-E511-9E20-0050568849EA,041,BWP
A-S00200301,2020-12-03,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | CA-Central CA | Bridal Salons,C-01509367,7CE247B6-5BDC-E111-8BEC-78E3B50834E7,027,BWP
A-S00200303,2020-12-02,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | TX-Dallas | Bridal Salons,C-01509369,05767407-4EDC-E111-8BEC-78E3B50834E7,006,BWP
A-S00200303,2020-12-02,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | TX-Dallas | Bridal Salons,C-01509370,05767407-4EDC-E111-8BEC-78E3B50834E7,006,BWP
A-S00200306,2020-12-01,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MO-St. Louis | Bridal Salons,C-01509375,DD9774D0-253D-E411-B6B3-005056881833,041,BWP
A-S00200306,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | MO-St. Louis | Bridal Salons,C-01509374,DD9774D0-253D-E411-B6B3-005056881833,041,BWP
A-S00200307,2020-12-04,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | OH-Toledo | Reception Venues,C-01509377,FE8DBF32-C4DC-E111-8CC6-78E3B5102E43,208,REC
A-S00200307,2020-12-04,SKU-00000092,Storefront,Storefront | OH-Toledo | Reception Venues,C-01509376,FE8DBF32-C4DC-E111-8CC6-78E3B5102E43,208,REC
A-S00200308,2020-12-10,SKU-00000034,Featured Vendor,Featured Vendor | MI-Grand Rpds/Northern | Reception Venues,C-01509379,160A2E31-3F61-E411-9075-005056881833,186,REC
A-S00200308,2020-12-10,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Reception Venues,C-01509378,160A2E31-3F61-E411-9075-005056881833,186,REC
A-S00200317,2020-12-01,SKU-00000092,Storefront,Storefront | AR-Arkansas | Bridal Salons,C-01509397,DD9C809C-0CA1-4113-8418-D8DA24284E7E,257,BWP
A-S00200319,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Florists,C-01509401,94228B16-C2DC-E111-8CC6-78E3B5102E43,209,FLO
A-S00200319,2020-12-01,SKU-00000092,Storefront,Storefront | NJ-South | Florists,C-01509400,94228B16-C2DC-E111-8CC6-78E3B5102E43,209,FLO
A-S00200324,2020-12-01,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | MA-Cape Cod | Beauty,C-01509410,25F92549-BCA2-4EE2-AC83-6C77E58925F4,184,BEA
A-S00200324,2020-12-01,SKU-00000092,Storefront,Storefront | MA-Cape Cod | Beauty,C-01509409,25F92549-BCA2-4EE2-AC83-6C77E58925F4,184,BEA
A-S00200326,2020-12-07,SKU-00000034,Featured Vendor,Featured Vendor | GA-Savannah/Coastal Area | Florists,C-01509414,069252D8-4292-E511-B212-005056881833,269,FLO
A-S00200326,2020-12-07,SKU-00000092,Storefront,Storefront | GA-Savannah/Coastal Area | Florists,C-01509413,069252D8-4292-E511-B212-005056881833,269,FLO
A-S00200327,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | GA-Georgia | Travel Specialists,C-01509416,0495BE30-187F-E511-B212-005056881833,019,TRV
A-S00200327,2020-12-05,SKU-00000092,Storefront,Storefront | GA-Georgia | Travel Specialists,C-01509415,0495BE30-187F-E511-B212-005056881833,019,TRV
A-S00200329,2020-12-09,SKU-00000092,Storefront,Storefront | GA-Georgia | Reception Venues,C-01509420,FD64D2C3-EC55-E311-836D-005056881833,019,REC
A-S00200330,2020-12-08,SKU-00000034,Featured Vendor,Featured Vendor | GA-Georgia | Officiants+Premarital Counseling,C-01509422,A252E6D4-388C-410E-9CBB-68B67E6537EB,019,OPC
A-S00200330,2020-12-08,SKU-00000092,Storefront,Storefront | GA-Georgia | Officiants+Premarital Counseling,C-01509421,A252E6D4-388C-410E-9CBB-68B67E6537EB,019,OPC
A-S00200335,2020-12-10,SKU-00000092,Storefront,Storefront | TX-Dallas | Videographers,C-01509430,E749A9CE-36D5-47E7-847A-1F0EFB6E1DE6,006,VID
A-S00200337,2020-12-10,SKU-00000092,Storefront,Storefront | ME-Maine | Wedding Photographers,C-01509433,3295C604-BAB7-419A-8DB9-54DF5D64DAEA,212,WPH
A-S00200339,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Beauty,C-01509436,66AA9B76-58DC-E111-8BEC-78E3B50834E7,182,BEA
A-S00200339,2020-12-05,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01509437,66AA9B76-58DC-E111-8BEC-78E3B50834E7,182,BEA
A-S00200342,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Beauty,C-01509445,8CDFBE57-92BF-449D-AFAD-71BD89049CF1,209,BEA
A-S00200342,2020-12-05,SKU-00000092,Storefront,Storefront | NJ-South | Beauty,C-01509444,8CDFBE57-92BF-449D-AFAD-71BD89049CF1,209,BEA
A-S00200344,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Beauty,C-01509451,23E1D720-A4EC-43D6-8F5D-1708CDD5A4DD,209,BEA
A-S00200344,2020-12-06,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | PA-Philadelphia | Beauty,C-01601484,23E1D720-A4EC-43D6-8F5D-1708CDD5A4DD,021,BEA
A-S00200344,2020-12-06,SKU-00000092,Storefront,Storefront | NJ-South | Beauty,C-01509452,23E1D720-A4EC-43D6-8F5D-1708CDD5A4DD,209,BEA
A-S00200344,2020-12-06,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Beauty,C-01509453,23E1D720-A4EC-43D6-8F5D-1708CDD5A4DD,021,BEA
A-S00200345,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | RI-Rhode Island | Beauty,C-01509456,DCFA4D13-0CF5-4090-A989-26B8F4C7352D,185,BEA
A-S00200345,2020-12-05,SKU-00000092,Storefront,Storefront | RI-Rhode Island | Beauty,C-01509455,DCFA4D13-0CF5-4090-A989-26B8F4C7352D,185,BEA
A-S00200346,2020-12-05,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Beauty,C-01509457,E06F27F5-ED61-4A0F-8526-6D90CCE63217,117,BEA
A-S00200348,2020-12-08,SKU-00000034,Featured Vendor,Featured Vendor | NY-Outer Boroughs | Beauty,C-01509460,22075E8B-CD83-48DD-A359-E09BBA30BE71,291,BEA
A-S00200348,2020-12-08,SKU-00000092,Storefront,Storefront | NY-Outer Boroughs | Beauty,C-01509461,22075E8B-CD83-48DD-A359-E09BBA30BE71,291,BEA
A-S00200355,2020-12-09,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | WI-Wisconsin | Bridal Salons,C-01509485,5811ACC5-3856-E311-9CA4-0050568849EA,175,BWP
A-S00200355,2020-12-09,SKU-00000034,Featured Vendor,Featured Vendor | WI-Wisconsin | Bridal Salons,C-01509486,5811ACC5-3856-E311-9CA4-0050568849EA,175,BWP
A-S00200356,2020-12-01,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Bridal Salons,C-01509487,2C47E3F1-1FDB-E111-8BEC-78E3B50834E7,021,BWP
A-S00200357,2020-12-06,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | AR-Arkansas | Bridal Salons,C-01509488,FF8F6303-7A64-4B41-83B7-7D40095AD1EE,257,BWP
A-S00200357,2020-12-06,SKU-00000034,Featured Vendor,Featured Vendor | AR-Arkansas | Bridal Salons,C-01509489,FF8F6303-7A64-4B41-83B7-7D40095AD1EE,257,BWP
A-S00200358,2020-12-10,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | OR-Oregon | Bridal Salons,C-01509493,BDB05240-4C81-4C93-8CD4-3714D61859B8,176,BWP
A-S00200358,2020-12-10,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | OR-Oregon | Bridal Salons,C-01509490,BDB05240-4C81-4C93-8CD4-3714D61859B8,176,BWP
A-S00200358,2020-12-10,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | OR-Oregon | Bridal Salons,C-01533989,F7E23042-9173-413B-BC6D-DC5AB9F8880C,176,BWP
A-S00200358,2020-12-10,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | OR-Oregon | Bridal Salons,C-01533990,F7E23042-9173-413B-BC6D-DC5AB9F8880C,176,BWP
